kodikos,perigrafi,price,stock_softone,promitheftis,category,kathgoria,photo_url,container,q
ZVC,I139 ΣΚΟΥΠΑ ΡΟΜΠΟΤ ΜΕ TUYA APP,0,,I139,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZVC.png,,0
ZVCWETDRY,I139 ΣΚΟΥΠΑ ΥΓΡΩΝ ΣΤΕΡΕΩΝ ΜΕ ΚΑΔΟ 20LT,0,,I139,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZVCWETDRY.png,,0
ZVIDES001,"D206 ΒΙΔΕΣ 3,5Χ16",0,10000,D206,ΧΡΩΜΑΤΑ,MEGABOLD,,,10000
ZVIDES002,"D206 ΒΙΔΕΣ 3,5Χ20",0,2000,D206,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,MEGABOLD,,,2000
ZVIDES003,"D206 ΒΙΔΕΣ 3,5Χ25",0,7500,D206,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,MEGABOLD,,,7500
ZVIDES004,"D206 ΒΙΔΕΣ 3,5Χ30",0,2000,D206,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,MEGABOLD,,,2000
ZVIDES005,"D206 ΒΙΔΕΣ 3,5Χ35",0,350,D206,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,MEGABOLD,,,350
ZVIDES006,"D206 ΒΙΔΕΣ 3,5Χ38",0,3500,D206,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,MEGABOLD,,,3500
ZVIDES007,"D206 ΒΙΔΕΣ 3,5Χ50",0,150,D206,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,MEGABOLD,,,150
ZVIDES008,"D206 ΒΙΔΕΣ 3,5Χ60",0,700,D206,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,MEGABOLD,,,700
ZVIDES009,D206 ΒΙΔΕΣ 4Χ20,0,1500,D206,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,MEGABOLD,,,1500
ZVIDES010,D206 ΒΙΔΕΣ 4Χ25,0,1800,D206,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,MEGABOLD,,,1800
ZVIDES011,D206 ΒΙΔΕΣ 4Χ30,0,2000,D206,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,MEGABOLD,,,2000
ZVIDES012,D206 ΒΙΔΕΣ 4Χ40,0,1400,D206,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,MEGABOLD,,,1400
ZVIDES013,D206 ΒΙΔΕΣ 4Χ50,0,100,D206,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,MEGABOLD,,,100
ZVIDES014,D206 ΒΙΔΕΣ 5Χ30,0,1400,D206,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,MEGABOLD,,,1400
ZVIDES015,D206 ΒΙΔΕΣ 5Χ35,0,1100,D206,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,MEGABOLD,,,1100
ZVIDES016,D206 ΒΙΔΕΣ 5Χ40,0,900,D206,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,MEGABOLD,,,900
ZVIDES017,D206 ΒΙΔΕΣ 5Χ45,0,2200,D206,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,MEGABOLD,,,2200
ZVIDES018,D206 ΒΙΔΕΣ 5Χ50,0,6200,D206,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,MEGABOLD,,,5200
ZVIDES019,D206 ΒΙΔΕΣ 5Χ50  ΙΝΟΧ,0,10200,D206,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,MEGABOLD,,,9800
ZVIDES020,D206 ΒΙΔΕΣ 5Χ60,0,1300,D206,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,MEGABOLD,,,1300
ZVIDES021,D206 ΝΟΠΑΝΟΒΙΔΑ 5X70,0,1750,D206,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,MEGABOLD,,,1750
ZVIDES022,D206 ΒΙΔΕΣ 5Χ70  ΙΝΟΧ,0,800,D206,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,MEGABOLD,,,-3800
ZVIDES023,D206 ΒΙΔΕΣ 5Χ80,0,400,D206,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,MEGABOLD,,,400
ZVIDES024,D206 ΒΙΔΕΣ 5Χ90,0,,D206,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,MEGABOLD,,,0
ZVIDES025,D206 ΒΙΔΕΣ 5Χ100,0,1600,D206,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,MEGABOLD,,,1600
ZVIDES026,D206 ΒΙΔΕΣ 6Χ40,0,600,D206,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,MEGABOLD,,,600
ZVIDES027,D206 ΒΙΔΕΣ 6Χ50,0,600,D206,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,MEGABOLD,,,600
ZVIDES028,D206 ΒΙΔΕΣ 6Χ80,0,13200,D206,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,MEGABOLD,,,13200
ZVIDES029,D206 ΒΙΔΕΣ 6Χ90,0,400,D206,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,MEGABOLD,,,400
ZVIDES030,D206 ΒΙΔΕΣ 6Χ100,0,700,D206,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,MEGABOLD,,,700
ZVIDES031,D206 ΒΙΔΕΣ 6Χ120,0,2400,D206,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,MEGABOLD,,,2300
ZVIDES032,D206 ΒΙΔΕΣ 6Χ140,0,1200,D206,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,MEGABOLD,,,800
ZVIDES033,D206 ΒΙΔΕΣ 6Χ150,0,2100,D206,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,MEGABOLD,,,2100
ZVIDES034,D206 ΒΙΔΕΣ 6Χ180,0,550,D206,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,MEGABOLD,,,550
ZVIDES035,D206 ΒΙΔΕΣ 6Χ200,0,400,D206,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,MEGABOLD,,,400
ZVIDES036,D206 ΒΙΔΕΣ 6Χ240,0,2000,D206,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,MEGABOLD,,,1800
ZVIDES037,D206 ΒΙΔΕΣ 6Χ280,0,1180,D206,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,MEGABOLD,,,1060
ZVIDES038,D206 ΒΙΔΕΣ 6Χ300,1,1000,D206,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,MEGABOLD,,,1000
ZVIDES039,D206 ΒΙΔΕΣ 8Χ80,0,300,D206,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,MEGABOLD,,,300
ZVIDES040,D206 ΒΙΔΕΣ 8Χ100,0,300,D206,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,MEGABOLD,,,300
ZVIDES041,D206 ΒΙΔΕΣ 8Χ120,0,50,D206,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,MEGABOLD,,,50
ZVIDES042,D206 ΒΙΔΕΣ 8Χ160,0,100,D206,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,MEGABOLD,,,100
ZVIDES043,D206 ΒΙΔΕΣ 8Χ200,0,100,D206,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,MEGABOLD,,,100
ZVIDES044,D206 ΒΙΔΕΣ 8Χ220,0,100,D206,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,MEGABOLD,,,100
ZVIDES045,D206 ΒΙΔΕΣ 8Χ240,0,100,D206,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,MEGABOLD,,,100
ZVIDES046,D206 ΒΙΔΕΣ 8Χ280,0,,D206,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,MEGABOLD,,,0
ZVIDES047,D206 ΒΙΔΕΣ 8Χ300,0,200,D206,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,MEGABOLD,,,0
ZVIDES048,"D206 ΜΠΕΤΟΒΙΔΑ 7,5Χ72",0,700,D206,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,MEGABOLD,,,0
ZVIDES049,"D206 ΜΠΕΤΟΒΙΔΑ 7,5Χ92",0,1900,D206,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,MEGABOLD,,,1900
ZVIDES050,"D206 ΜΠΕΤΟΒΙΔΑ 7,5Χ112",0,800,D206,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,MEGABOLD,,,800
ZVIDES051,D206 ΒΙΔΑ ΟΥΠΑ 12Χ160,0,170,D206,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,MEGABOLD,,,164
ZVIDES052,D206 ΒΙΔΑ ΟΥΠΑ 12Χ190,0,30,D206,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,MEGABOLD,,,30
ZVIDES053,D206 ΑΥΤΟΔΙΑΤΡΙΤΗ ΙΝΟΧ 6Χ6,0,,D206,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,MEGABOLD,,,0
ZVIDES054,D206 ΑΥΤΟΔΙΑΤΡΙΤΗ ΙΝΟΧ 2Χ38,0,4500,D206,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,MEGABOLD,,,4500
ZVIDES055,D206 ΟΥΠΑ 10αρι,0,7950,D206,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,MEGABOLD,,,7900
ZVIDES056,D206 ΟΥΠΑ 8αρι,0,600,D206,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,MEGABOLD,,,600
ZVIDES057,D206 ΓΩΝΙΑ ΣΥΝΔΕΣΜΟΥ ΓΑΛΒΑΝΙΖΕ 50Χ50Χ40,0,7800,D206,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,MEGABOLD,,,7600
ZVIDES058,D206 ΓΩΝΙΑ ΣΥΝΔΕΣΜΟΥ ΓΑΛΒΑΝΙΖΕ 70Χ70Χ50,0,3400,D206,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,MEGABOLD,,,3000
ZVIDES059,D206 ΓΩΝΙΑ ΣΥΝΔΕΣΜΟΥ ΓΑΛΒΑΝΙΖΕ 100Χ100Χ80,0,800,D206,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,MEGABOLD,,,800
ZVIDES060,D206 ΒΙΔΕΣ 6Χ160,0,500,D206,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,MEGABOLD,,,100
ZVIDES061,D204 ΒΙΔΕΣ ΤΟΡΚ 5.5Χ45,13,,D204,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,ΣΤΑΥΡΑΚΑΣ,,,0
ZVIDES062,D204 ΠΡΟΕΚΤΑΣΗ ΜΥΤΗΣ,7,,D204,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,ΣΤΑΥΡΑΚΑΣ,,,0
ZVIDES064,D203 ΠΛΑΣΤΙΚΗ ΡΟΔΕΛΑ ΣΤΕΡΕΩΣΗΣ ΒΙΔΩΝ (100τμχ/ΣΑΚ),0,,D203,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,ΓΚΕΣΟΥΛΗΣ,,,0
ZVIDES065,D206 ΝΟΒΟΠΑΝΟΒΙΔΕΣ 5Χ70 ΙΝΟΧ,0,6100,D206,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,MEGABOLD,,,6100
ZVIDES066,D206 ΝΟΒΟΠΑΝΟΒΙΔΕΣ 5Χ70,0,-200,D206,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,MEGABOLD,,,-200
ZVIDES067,D206 ΝΟΒΟΠΑΝΟΒΙΔΕΣ 5Χ50 ΙΝΟΧ,0,,D206,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,MEGABOLD,,,0
ZVIDES068,D206 ΑΓΚΥΡΙΟ 7.5Χ72 ΤΣΙΜΕΝΤ,0,2000,D206,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,MEGABOLD,,,2000
ZVIDES069,D206 ΝΟΒΟΠΑΝΟΒΙΔΕΣ 5Χ100,0,,D206,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,MEGABOLD,,,0
ZVIDES070,D206 ΝΟΒΟΠΑΝΟΒΙΔΕΣ 6Χ100,0,350,D206,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,MEGABOLD,,,350
ZVIDES071,D206 ΝΟΒΟΠΑΝΟΒΙΔΕΣ 6Χ120,0,1100,D206,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,MEGABOLD,,,1100
ZVIDES072,D206 ΒΙΔΕΣ ΑΥΤΟΔΙΑΤΡΗΤΕΣ 4.2Χ16,0,,D206,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,MEGABOLD,,,0
ZVIDES074,D206 ΒΙΔΕΣ ΟΥΠΑ 20X170,0,100,D206,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,MEGABOLD,,,100
ZVIDES075,D206 ΒΙΔΕΣ ΟΥΠΑ 20X220,0,30,D206,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,MEGABOLD,,,30
ZVIDES076,D206 ΑΥΤΟΔΙΑΤΡΙΤΗ INOX 5X60,0,4800,D206,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,MEGABOLD,,,4800
ZVIDES077,D206 ΒΙΔΕΣ INOX 5X25,0,5000,D206,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,MEGABOLD,,,5000
ZVIDES078,D206 ΒΙΔΕΣ INOX HOLZ TECHNIC 5X70,0,4000,D206,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,MEGABOLD,,,4000
ZVIDES079,D206 ΟΥΠΑ 6αρι,0,300,D206,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,MEGABOLD,,,300
ZVIDES080,D206 ΟΥΠΑ 12αρι,0,50,D206,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,MEGABOLD,,,0
ZVIDES081,D206 ΟΥΠΑ 14αρι,0,700,D206,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,MEGABOLD,,,700
ZVM10PWU,D198 ΠΡΙΖΑ ΣΟΥΚΟ,0,13,D198,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,,,13
ZVM10SBU,D198 ΠΡΙΖΑ ΣΟΥΚΟ,0,60,D198,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,,,60
ZVM11PΡU,D198 ΠΡΙΖΑ ΣΟΥΚΟ ΜΕ ΚΑΠΑΚΙ,0,,D198,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,,,0
ZVM11ΒΤU,D198 ΠΡΙΖΑ ΣΟΥΚΟ ΜΕ ΚΑΠΑΚΙ ΔΙΑΦΑΝΕΣ,0,,D198,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,,,0
ZWM11PΡU,D198 ΠΡΙΖΑ ΣΟΥΚΟ ΜΕ ΚΑΠΑΚΙ,0,,D198,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,,,0
ZWS001W,I154 ΕΝΣΥΡΜΑΤΑ ΕΠΙΤΟΙΧΑ ΗΧΕΙΑ 30W ΕΞΩΤΕΡΙΚΟΥ ΧΩΡΟΥ,0,8,I154,ΗΛΕΚΤΡΟΛΟΓΙΚΑ,ΗΛΕΚΤΡΟΜΗΧ/ΚΟΣ ΕΞΟΠΛΙΣΜΟΣ,https://cdn.jsdelivr.net/gh/adenadoume/erp-equipment-reservations@main/catalog-images/ZWS001W.png,,8
ZYDRAVL001,D200 ΔΙΑΚΟΠΤΗΣ ΓΩΝΙΑΚΟΣ 1/2'',2,57,D200,ΧΡΩΜΑΤΑ,ΜΠΟΤΣΙΟΣ,,,57
ZYDRAVL002,D200 ΔΙΑΚΟΠΤΗΣ ΓΩΝΙΑΚΟΣ 3/4'',2,11,D200,ΧΡΩΜΑΤΑ,ΜΠΟΤΣΙΟΣ,,,11
ZYDRAVL003,D200 ΒΑΛΒΙΔΑ ΝΙΠΤΗΡΟΣ ΧΡΩΜΕ,0,16,D200,ΧΡΩΜΑΤΑ,ΜΠΟΤΣΙΟΣ,,,16
ZYDRAVL004,D200 ΒΑΛΒΙΔΑ ΝΙΠΤΗΡΟΣ ΜΑΥΡΗ,5,-7,D200,ΧΡΩΜΑΤΑ,ΜΠΟΤΣΙΟΣ,,,-8
ZYDRAVL005,D200 ΣΧΑΡΑΚΙ ΙΝΟΧ 12*12 (ΣΙΦΩΝΙ ΔΑΠΕΔΟΥ),0,27,D200,ΧΡΩΜΑΤΑ,ΜΠΟΤΣΙΟΣ,,,15
ZYDRAVL006,D200 ΣΤΗΡΙΓΜΑ ΜΕΤΑΛΛΙΚΟ ΤΗΛΕΦΩΝΟΥ ΜΠΑΝΙΟΥ,0,10,D200,ΧΡΩΜΑΤΑ,ΜΠΟΤΣΙΟΣ,,,10
ZYDRAVL007,D200 ΣΙΦΩΝΙ ΕΥΚΑΠΤΟ ΝΙΠΤΗΡΟΣ 1-1/4 32ΜΜ,2,4,D200,ΧΡΩΜΑΤΑ,ΜΠΟΤΣΙΟΣ,,,4
ZYDRAVL008,"D200 ΣΙΦΩΝΙ ΝΕΡΟΧΥΤΟΥ 1-1/2 Φ40,50 ΜΕ ΠΑΞΙΜΑΔΙ",0,18,D200,ΧΡΩΜΑΤΑ,ΜΠΟΤΣΙΟΣ,,,18
ZYDRAVL009,D200 ΣΙΦΩΝΙ ΕΥΚΑΠΤΟ 1-1/4 Φ32-40 ΜΕ ΠΑΞΙΜΑΔΙ,3,8,D200,ΧΡΩΜΑΤΑ,ΜΠΟΤΣΙΟΣ,,,8
ZYDRAVL0010,D200 ΣΙΦΩΝΙ ΝΕΡΟΧΥΤΟΥ ΔΙΠΛΟ 1-1/2 Φ40-50 ΜΕ ΠΑΞΙΜΑΔΙ,0,7,D200,ΧΡΩΜΑΤΑ,ΜΠΟΤΣΙΟΣ,,,7
ZYDRAVL0011,D200 ΣΙΦΩΝΙ ΠΛΑΣΤΙΚΟ ΔΙΠΛΟ Φ40-50,0,8,D200,ΧΡΩΜΑΤΑ,ΜΠΟΤΣΙΟΣ,,,8
ZYDRAVL0012,D200 ΣΙΦΩΝΙ ΜΟΝΟ ΠΛΑΣΤΙΚΟ ΝΕΡΟΧΥΤΗ     Φ40-50,3,17,D200,ΧΡΩΜΑΤΑ,ΜΠΟΤΣΙΟΣ,,,17
ZYDRAVL0013,D200 ΣΙΦΩΝΙ ΝΙΠΤΗΡΟΣ ΠΟΤΗΡΙ & ΤΑΠΑ Φ32,0,,D200,ΧΡΩΜΑΤΑ,ΜΠΟΤΣΙΟΣ,,,0
ZYDRAVL0014,D200 ΣΩΛΗΝΑΣ ΣΙΦΩΝΙΟΥ ΧΡΩΜΕ Φ32*300ΜΜ,0,,D200,ΧΡΩΜΑΤΑ,ΜΠΟΤΣΙΟΣ,,,0
ZYDRAVL0015,D200 ΒΑΛΒΙΔΑ ΝΕΡΟΧΥΤΗ Φ114 ΜΑΚΡΙΑ ΒΙΔΑ,0,3,D200,ΧΡΩΜΑΤΑ,ΜΠΟΤΣΙΟΣ,,,3
ZYDRAVL0016,D200 ΒΡΥΣΗ ΕΞΩΤΕΡΙΚΗ  ΑΠΛΗ CHERBROS,0,33,D200,ΧΡΩΜΑΤΑ,ΜΠΟΤΣΙΟΣ,,,33
ZYDRAVL0017,D200 ΒΡΥΣΗ ΕΞΩΤΕΡΙΚΗ ΔΙΠΛΗ VIOSPIRAL,12,7,D200,ΧΡΩΜΑΤΑ,ΜΠΟΤΣΙΟΣ,,,7
ZYDRAVL0018,D200 ΚΑΝΟΥΛΑ ΧΡΩΜΕ ΜΕ ΜΗΧΑΝΙΣΜΟ ΜΙΣΟΣΤΡΟΦΟ,0,,D200,ΧΡΩΜΑΤΑ,ΜΠΟΤΣΙΟΣ,,,0
ZYDRAVL0019,D200 ΒΑΛΒΙΔΑ ΝΕΡΟΧΥΤΗ Φ70 ΜΕ ΤΑΠΑ,0,6,D200,ΧΡΩΜΑΤΑ,ΜΠΟΤΣΙΟΣ,,,6
ZYDRAVL0020,D200 ΜΠΑΤΑΡΙΑ ΕΞΩΤΕΡΙΚΗ ΖΕΣΤΟ/ΚΡΥΟ   AQUA PRIMA,0,3,D200,ΧΡΩΜΑΤΑ,ΜΠΟΤΣΙΟΣ,,,3
ZYDRAVL0021,D200 ΤΗΛΕΦΩΝΟ ΝΤΟΥΣ SEVAJET,0,,D200,ΧΡΩΜΑΤΑ,ΜΠΟΤΣΙΟΣ,,,0
ZYDRAVL0022,D200 ΣΠΙΡΑΛ ΤΗΛΕΦΩΝΟΥ ULTRA FLEX,0,-1,D200,ΧΡΩΜΑΤΑ,ΜΠΟΤΣΙΟΣ,,,-1
ZYDRAVL0023,D200 ΔΙΑΚΟΠΤΗΣ ΣΦΑΙΡ.ΓΩΝ.1/2'',8,40,D200,ΧΡΩΜΑΤΑ,ΜΠΟΤΣΙΟΣ,,,40
ZYDRAVL0024,D200 ΣΙΦΩΝΙ ΝΕΡΟΧ.ΛΕΥΚΟ,4,,D200,ΧΡΩΜΑΤΑ,ΜΠΟΤΣΙΟΣ,,,0
ZYDRAVL0025,D200 ΠΡΟΕΚΤΑΣΗ ΜΕΤΑΛΛΙΚΗ ΒΑΛΒΙΔΑΣ,8,,D200,ΧΡΩΜΑΤΑ,ΜΠΟΤΣΙΟΣ,,,0
ZYDRAVL0026,D205 ΣΧΑΡΑ ΓΑΛΒ 1003Χ25Χ2 ΜΕ ΠΛΑΙΣΙΟ,33,9,D205,ΧΡΩΜΑΤΑ,ΑΡΑΒΑΝΗΣ,,,9
ZYDRAVL029,D200 ΛΕΚΑΝΗ CONCEPT ΚΡΕΜΑΣΤΗ IDEAL E785001,146,,D200,ΧΡΩΜΑΤΑ,ΜΠΟΤΣΙΟΣ,,,0
ZYDRAVL030,D200 ΚΑΖΑΝΑΚΙ ΕΝΤΟΙΧ.PROSY R009467-R020467,149,,D200,ΧΡΩΜΑΤΑ,ΜΠΟΤΣΙΟΣ,,,0
ZYDRAVL031,D200 ΚΑΘΙΣΜΑ CONNECT SOFT CLOSING E712701,65,,D200,ΧΡΩΜΑΤΑ,ΜΠΟΤΣΙΟΣ,,,0
ZYDRAVL032,D200 ΠΛΑΚΕΤΑ ΕΝΤΟΙΧ.ΚΑΖΑΝ.OLEAS M2,54,,D200,ΧΡΩΜΑΤΑ,ΜΠΟΤΣΙΟΣ,,,0
ZYDRAVL033,D200 ΠΛΑΚΕΤΑ ΕΝΤΟΙΧ.ΚΑΖΑΝ.OLES PR,45,,D200,ΧΡΩΜΑΤΑ,ΜΠΟΤΣΙΟΣ,,,0
ZYDRAVL034,D200 ΚΑΝΟΥΛΑ ΣΦΑΙΡ. 1/2 ΧΡΩΜΕ,10,,D200,ΧΡΩΜΑΤΑ,ΜΠΟΤΣΙΟΣ,,,0
ZYDRAVL035,D200 ΚΑΝΟΥΛΑ ΙΙ ΡΟΗΣ ΜΕ ΔΙΑΚΟΠΤΗ 1,14,21,D200,ΧΡΩΜΑΤΑ,ΜΠΟΤΣΙΟΣ,,,21
